occurrence_no,identified_name,identified_rank,identified_no,accepted_name,accepted_attr,accepted_rank,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat
475311,Laosaurus n. sp. minimus,species,64385,Ornithopoda,,unranked clade,Campanian,,83.6,72.1,14573,-114.241798,49.5784
475312,Ornithomimus antiquus,species,67790,Ornithomimosauria,,infraorder,Late Campanian,,83.5,70.6,12620,-108.084167,36.343887
477085,Parasaurolophus tubicen,species,64355,Parasaurolophus tubicen,,species,Late Campanian,,83.5,70.6,12626,-108.083336,36.5
477943,Camptosaurus depressus,species,64513,Osmakasaurus depressus,,species,Barremian,,129.4,125,7478,-103.390999,43.441601
477944,Camptosaurus n. sp. depressus,species,64513,Osmakasaurus depressus,,species,Barremian,,129.4,125,13449,-103.336945,43.508888
477945,Stegosaurus n. sp. marshi,species,57576,Hoplitosaurus marshi,,species,Barremian,,129.4,125,17162,-103.336945,43.508888
477946,n. gen. Tenontosaurus n. sp. tilletti,species,52887,Tenontosaurus tilletti,,species,Middle Albian,Early Cenomanian,109,93.5,13525,-109.685501,46.337502
477947,Tenontosaurus sp.,genus,38741,Tenontosaurus,,genus,Late Aptian,,122.46,112.03,61518,-76.78791,39.169537
478160,Magnoavipes sp.,genus,68027,Magnoavipes,,genus,Late Albian,,105.3,99.6,25566,-106.54528,31.795279
478789,n. gen. Stygimoloch n. sp. spinifer,species,56577,Pachycephalosaurus wyomingensis,,species,Maastrichtian,,72.1,66,12772,-106.198402,47.876701
478795,n. gen. Pachycephalosaurus n. sp. grangeri,species,64666,Pachycephalosaurus wyomingensis,,species,Maastrichtian,,72.1,66,12773,-104.952904,45.755199
478796,Pachycephalosaurus n. sp. reinheimeri,species,64667,Pachycephalosaurus wyomingensis,,species,Late Maastrichtian,,70.6,66,12773,-101.480698,45.668301
478797,Ornatotholus browni,species,56568,Stegoceras validum,,species,Late Campanian,,83.5,70.6,12772,-110.291,50.4077
479368,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Early Campanian,,83.5,70.6,12788,3.61,43.4925
479369,cf. Rhabdodon priscus,species,66745,Rhabdodon priscus,,species,Early Campanian,,83.5,70.6,12788,3.61,43.4925
479370,Struthiosaurus n. sp. languedocensis,species,64793,Struthiosaurus languedocensis,,species,Early Campanian,,83.5,70.6,12830,3.61,43.4925
479408,Saurornitholestes langstoni,species,54556,Saurornitholestes langstoni,,species,Late Campanian,,83.5,70.6,5929,-111.624329,50.791401
479409,Troodon formosus,species,54818,Troodon formosus,,species,Late Campanian,,83.5,70.6,5929,-111.624329,50.791401
479410,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Late Campanian,,83.5,70.6,5929,-111.624329,50.791401
479411,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Campanian,,83.5,70.6,5929,-111.624329,50.791401
479412,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Late Campanian,,83.5,70.6,5929,-111.624329,50.791401
479413,Ankylosauria indet.,unranked clade,38816,Ankylosauria,,unranked clade,Late Campanian,,83.5,70.6,5929,-111.624329,50.791401
479456,Saurornitholestes langstoni,species,54556,Saurornitholestes langstoni,,species,Late Campanian,,83.5,70.6,5929,-111.463036,50.750069
479457,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Late Campanian,,83.5,70.6,16643,-111.463036,50.750069
479458,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Campanian,,83.5,70.6,5929,-111.463036,50.750069
479459,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Late Campanian,,83.5,70.6,5929,-111.463036,50.750069
479460,Ankylosauria indet.,unranked clade,38816,Ankylosauria,,unranked clade,Late Campanian,,83.5,70.6,5929,-111.463036,50.750069
479483,Saurornitholestes langstoni,species,54556,Saurornitholestes langstoni,,species,Middle Campanian,,83.5,70.6,5929,-111.531418,50.75544
479484,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Middle Campanian,,83.5,70.6,5929,-111.531418,50.75544
479485,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,,83.5,70.6,5929,-111.531418,50.75544
479486,cf. Thescelosaurus neglectus,species,52897,Thescelosaurus neglectus,,species,Middle Campanian,,83.5,70.6,5929,-111.531418,50.75544
479487,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Middle Campanian,,83.5,70.6,5929,-111.531418,50.75544
479488,Ankylosauria indet.,unranked clade,38816,Ankylosauria,,unranked clade,Middle Campanian,,83.5,70.6,5929,-111.531418,50.75544
479508,Saurornitholestes langstoni,species,54556,Saurornitholestes langstoni,,species,Middle Campanian,,83.5,70.6,5929,-111.321968,50.82914
479509,cf. Dromaeosauridae indet.,family,38561,Dromaeosauridae,,family,Middle Campanian,,83.5,70.6,5929,-111.321968,50.82914
479510,Troodon formosus,species,54818,Troodon formosus,,species,Middle Campanian,,83.5,70.6,5929,-111.321968,50.82914
479511,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Middle Campanian,,83.5,70.6,5929,-111.321968,50.82914
479512,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,,83.5,70.6,5929,-111.321968,50.82914
479513,cf. Thescelosaurus neglectus,species,52897,Thescelosaurus neglectus,,species,Middle Campanian,,83.5,70.6,5929,-111.321968,50.82914
479514,Ankylosauria indet.,unranked clade,38816,Ankylosauria,,unranked clade,Middle Campanian,,83.5,70.6,5929,-111.321968,50.82914
479515,n. gen. Velocisaurus n. sp. unicus,species,64902,Velocisaurus unicus,,species,Santonian,,86.3,83.6,12794,-68.058479,-38.941151
479587,Saurornitholestes langstoni,species,54556,Saurornitholestes langstoni,,species,Late Campanian,,83.5,70.6,5929,-111.514679,50.767208
479588,Troodon formosus,species,54818,Troodon formosus,,species,Late Campanian,,83.5,70.6,5929,-111.514679,50.767208
479589,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Campanian,,83.5,70.6,5929,-111.514679,50.767208
479590,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Late Campanian,,83.5,70.6,5929,-111.514679,50.767208
479591,Ankylosauria indet.,unranked clade,38816,Ankylosauria,,unranked clade,Late Campanian,,83.5,70.6,5929,-111.514679,50.767208
479622,Saurornitholestes langstoni,species,54556,Saurornitholestes langstoni,,species,Middle Campanian,,83.5,70.6,5929,-111.523872,50.765007
479623,Troodon formosus,species,54818,Troodon formosus,,species,Middle Campanian,,83.5,70.6,5929,-111.523872,50.765007
479624,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Middle Campanian,,83.5,70.6,5929,-111.523872,50.765007
479625,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,,83.5,70.6,5929,-111.523872,50.765007
479626,cf. Thescelosaurus neglectus,species,52897,Thescelosaurus neglectus,,species,Middle Campanian,,83.5,70.6,5929,-111.523872,50.765007
479627,Ankylosauria indet.,unranked clade,38816,Ankylosauria,,unranked clade,Middle Campanian,,83.5,70.6,5929,-111.523872,50.765007
479652,Saurornitholestes langstoni,species,54556,Saurornitholestes langstoni,,species,Late Campanian,,83.5,70.6,5929,-111.506981,50.750423
479653,Troodon formosus,species,54818,Troodon formosus,,species,Late Campanian,,83.5,70.6,5929,-111.506981,50.750423
479654,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Late Campanian,,83.5,70.6,5929,-111.506981,50.750423
479655,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Campanian,,83.5,70.6,5929,-111.506981,50.750423
479656,Ankylosauria indet.,unranked clade,38816,Ankylosauria,,unranked clade,Late Campanian,,83.5,70.6,5929,-111.506981,50.750423
479677,Saurornitholestes langstoni,species,54556,Saurornitholestes langstoni,,species,Late Campanian,,83.5,70.6,5929,-111.524963,50.748547
479678,Troodon formosus,species,54818,Troodon formosus,,species,Late Campanian,,83.5,70.6,5929,-111.524963,50.748547
479679,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Campanian,,83.5,70.6,5929,-111.524963,50.748547
479680,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Late Campanian,,83.5,70.6,5929,-111.524963,50.748547
479681,Ankylosauria indet.,unranked clade,38816,Ankylosauria,,unranked clade,Late Campanian,,83.5,70.6,5929,-111.524963,50.748547
479683,Iguanodon sp.,genus,38749,Iguanodon,,genus,Hauterivian,,132.9,129.4,12804,-3.9833,47.983299
479684,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Judithian,,83.5,70.6,3010,-103.199997,29.200001
479685,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Judithian,,83.5,70.6,3010,-103.199997,29.200001
479686,Tyrannosauridae indet.,family,38606,Tyrannosauridae,,family,Judithian,,83.5,70.6,3010,-103.199997,29.200001
479687,Saurornitholestes cf. langstoni,species,54556,Saurornitholestes langstoni,,species,Judithian,,83.5,70.6,3010,-103.199997,29.200001
479688,Richardoestesia cf. gilmorei,species,58874,Richardoestesia gilmorei,,species,Judithian,,83.5,70.6,3010,-103.199997,29.200001
479689,Richardoestesia isosceles,species,58875,Richardoestesia isosceles,,species,Judithian,,83.5,70.6,3010,-103.199997,29.200001
479711,Saurornitholestes langstoni,species,54556,Saurornitholestes langstoni,,species,Late Campanian,,83.5,70.6,5929,-111.577621,50.812054
479712,cf. Dromaeosauridae indet.,family,38561,Dromaeosauridae,,family,Late Campanian,,83.5,70.6,5929,-111.577621,50.812054
479713,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Campanian,,83.5,70.6,5929,-111.577621,50.812054
479714,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Late Campanian,,83.5,70.6,5929,-111.577621,50.812054
479715,Ankylosauria indet.,unranked clade,38816,Ankylosauria,,unranked clade,Late Campanian,,83.5,70.6,5929,-111.577621,50.812054
479717,Alamosaurus sanjuanensis,species,63399,Alamosaurus sanjuanensis,,species,Late Maastrichtian,,70.6,66,12807,-108.217056,36.271099
479718,Alamosaurus sanjuanensis,species,63399,Alamosaurus sanjuanensis,,species,Lancian,,70.6,66,12807,-108.067459,36.332088
479719,Alamosaurus sanjuanensis,species,63399,Alamosaurus sanjuanensis,,species,Late Campanian,,83.5,70.6,12807,-108.084167,36.343887
479740,Saurornitholestes langstoni,species,54556,Saurornitholestes langstoni,,species,Late Campanian,,83.5,70.6,5929,-111.474724,50.750278
479741,cf. Dromaeosauridae indet.,family,38561,Dromaeosauridae,,family,Late Campanian,,83.5,70.6,5929,-111.474724,50.750278
479742,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Late Campanian,,83.5,70.6,5929,-111.474724,50.750278
479743,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Campanian,,83.5,70.6,5929,-111.474724,50.750278
479744,cf. Thescelosaurus neglectus,species,52897,Thescelosaurus neglectus,,species,Late Campanian,,83.5,70.6,15455,-111.474724,50.750278
479745,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Late Campanian,,83.5,70.6,5929,-111.474724,50.750278
479746,Ankylosauria indet.,unranked clade,38816,Ankylosauria,,unranked clade,Late Campanian,,83.5,70.6,5929,-111.474724,50.750278
479748,Alamosaurus sanjuanensis,species,63399,Alamosaurus sanjuanensis,,species,Late Maastrichtian,,70.6,66,12807,-108.101944,36.343887
479750,Prenocephale sp.,genus,38790,Prenocephale,,genus,Late Campanian,,83.5,70.6,12808,-108.084167,36.343887
479754,Continuoolithus canadensis,species,67339,Continuoolithus canadensis,,species,Late Campanian,,83.5,70.6,18893,-111.474724,50.750278
479774,Saurornitholestes langstoni,species,54556,Saurornitholestes langstoni,,species,Late Campanian,,83.5,70.6,5929,-111.514915,50.749939
479775,cf. Dromaeosauridae indet.,family,38561,Dromaeosauridae,,family,Late Campanian,,83.5,70.6,5929,-111.514915,50.749939
479776,Troodon formosus,species,54818,Troodon formosus,,species,Late Campanian,,83.5,70.6,5929,-111.514915,50.749939
479777,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Late Campanian,,83.5,70.6,5929,-111.514915,50.749939
479778,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Campanian,,83.5,70.6,5929,-111.514915,50.749939
479779,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Late Campanian,,83.5,70.6,5929,-111.514915,50.749939
479780,Ankylosauria indet.,unranked clade,38816,Ankylosauria,,unranked clade,Late Campanian,,83.5,70.6,5929,-111.514915,50.749939
479800,Saurornitholestes langstoni,species,54556,Saurornitholestes langstoni,,species,Late Campanian,,83.5,70.6,5929,-111.39872,50.754803
479801,cf. Dromaeosauridae indet.,family,38561,Dromaeosauridae,,family,Late Campanian,,83.5,70.6,5929,-111.39872,50.754803
479802,Troodon formosus,species,54818,Troodon formosus,,species,Late Campanian,,83.5,70.6,5929,-111.39872,50.754803
479803,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Late Campanian,,83.5,70.6,5929,-111.39872,50.754803
479804,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Late Campanian,,83.5,70.6,5929,-111.39872,50.754803
479805,Ankylosauria indet.,unranked clade,38816,Ankylosauria,,unranked clade,Late Campanian,,83.5,70.6,5929,-111.39872,50.754803
479811,Megalosauroidea indet.,superfamily,57247,Megalosauroidea,,superfamily,Santonian,,86.3,83.6,41617,-57.894001,-63.830002
480295,Saurornitholestes langstoni,species,54556,Saurornitholestes langstoni,,species,Late Campanian,,83.5,70.6,5929,-111.63166,50.809345
480296,Saurornitholestes langstoni,species,54556,Saurornitholestes langstoni,,species,Late Campanian,,83.5,70.6,76402,-111.63166,50.809345
480297,Troodon formosus,species,54818,Troodon formosus,,species,Late Campanian,,83.5,70.6,5929,-111.63166,50.809345
480298,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Late Campanian,,83.5,70.6,5929,-111.63166,50.809345
480299,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Campanian,,83.5,70.6,5929,-111.63166,50.809345
480300,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Late Campanian,,83.5,70.6,5929,-111.63166,50.809345
480301,Ankylosauria indet.,unranked clade,38816,Ankylosauria,,unranked clade,Late Campanian,,83.5,70.6,5929,-111.63166,50.809345
480304,n. gen. Orodromeus n. sp. makelai,species,64338,Orodromeus makelai,,species,Judithian,,83.5,70.6,2601,-112.664299,47.8214
480306,Troodon cf. formosus,species,54818,Troodon formosus,,species,Judithian,,83.5,70.6,2601,-112.664299,47.8214
480307,Dinosauria indet.,unranked clade,52775,Dinosauria,,unranked clade,Judithian,,83.5,70.6,2601,-112.664299,47.8214
480311,Dromaeosauridae indet.,family,38561,Dromaeosauridae,,family,Judithian,,83.5,70.6,2601,-112.664299,47.8214
480334,cf. Dromaeosauridae indet.,family,38561,Dromaeosauridae,,family,Late Campanian,,83.5,70.6,5929,-111.325546,50.781303
480335,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Late Campanian,,83.5,70.6,5929,-111.325546,50.781303
480336,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Late Campanian,,83.5,70.6,5929,-111.325546,50.781303
480337,Ankylosauridae indet.,family,38831,Ankylosauridae,,family,Late Campanian,,83.5,70.6,5929,-111.325546,50.781303
480350,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,Late Campanian,83.5,70.6,13103,-110.583298,48.916698
480384,Ratitae indet.,unranked clade,65004,Ratitae,,unranked clade,Early Maastrichtian,,70.6,66,12831,5.23333,43.48333
480386,Megaloolithus mamillare,species,67201,Megaloolithus mamillare,,species,Early Maastrichtian,,70.6,66,12831,5.23333,43.48333
480389,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Early Maastrichtian,,70.6,66,12831,5.23333,43.48333
480390,Sauropoda indet.,unranked clade,38653,Sauropoda,,unranked clade,Early Maastrichtian,,70.6,66,12831,5.23333,43.48333
480391,Titanosauridae indet.,family,38680,Titanosauridae,,family,Early Maastrichtian,,70.6,66,12831,5.23333,43.48333
482022,n. gen. Neuquenraptor n. sp. argentinus,species,64531,Neuquenraptor argentinus,,species,Late Turonian,Early Coniacian,93.5,85.8,12706,-69.550003,-38.900002
482023,Titanosauridae indet.,family,38680,Titanosauridae,,family,Late Turonian,Early Coniacian,93.5,85.8,12706,-69.550003,-38.900002
482024,n. gen. Byronosaurus n. sp. jaffei,species,57020,Byronosaurus jaffei,,species,Campanian,,83.6,72.1,12905,100.901947,43.664444
482025,Ornithomimidae indet.,family,38539,Ornithomimidae,,family,Campanian,,83.6,72.1,18118,100.901947,43.664444
483343,n. gen. Cedarosaurus n. sp. weiskopfae,species,64906,Cedarosaurus weiskopfae,,species,Valanginian,,139.8,132.9,12918,-109.555984,38.845818
483344,Lambeosaurinae indet.,subfamily,53394,Lambeosaurinae,,subfamily,Late Maastrichtian,,70.6,66,23464,-109.177498,44.094166
483345,Somphospondyli indet.,unranked clade,66514,Somphospondyli,,unranked clade,Late Hauterivian,Early Barremian,136.4,125.45,46153,-1.433957,50.640491
483512,Chirostenotes sp.,genus,38555,Chirostenotes,,genus,Lancian,,70.6,66,13103,-107.116699,47.549999
483513,Richardoestesia cf. gilmorei,species,58874,Richardoestesia gilmorei,,species,Lancian,,70.6,66,48570,-107.116699,47.549999
483524,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Lancian,,70.6,66,13103,-107.133301,47.549999
483525,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Lancian,,70.6,66,13103,-107.133301,47.549999
483526,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Lancian,,70.6,66,13103,-107.133301,47.549999
483540,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Lancian,,70.6,66,14199,-107.133301,47.549999
483544,Coelurosauridae indet.,family,66526,Coeluridae,,family,Lancian,,70.6,66,13103,-107.133301,47.549999
483557,Ceratopsia indet.,unranked clade,38842,Ceratopsia,,unranked clade,Lancian,,70.6,66,13103,-107.133301,47.549999
483562,Richardoestesia sp.,genus,58873,Richardoestesia,,genus,Lancian,,70.6,66,13103,-107.133301,47.549999
483584,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Lancian,,70.6,66,13103,-107.316704,47.616699
483585,Hypsilophodontidae indet.,unranked clade,38734,Hypsilophodontidae,,unranked clade,Lancian,,70.6,66,13103,-107.316704,47.616699
483613,Coelurosauridae indet.,family,66526,Coeluridae,,family,Lancian,,70.6,66,13103,-107.316704,47.616699
483614,Saurornitholestinae indet.,subfamily,143992,Saurornitholestinae,,subfamily,Lancian,,70.6,66,48570,-107.316704,47.616699
483615,Ornithomimidae indet.,family,38539,Ornithomimidae,,family,Lancian,,70.6,66,13103,-107.316704,47.616699
483616,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Lancian,,70.6,66,13103,-107.316704,47.616699
483617,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Lancian,,70.6,66,13103,-107.316704,47.616699
483621,Paronychodon sp.,genus,38565,Paronychodon,,genus,Lancian,,70.6,66,13103,-107.316704,47.616699
483626,Aublysodon mirandus,species,54134,Tyrannosauridae,,family,Lancian,,70.6,66,13103,-104.533333,43.183334
483642,Richardoestesia sp.,genus,58873,Richardoestesia,,genus,Lancian,,70.6,66,13103,-104.533333,43.183334
483645,Triceratops sp.,genus,38862,Triceratops,,genus,Lancian,,70.6,66,13103,-104.533333,43.183334
483646,Pectinodon bakkeri,species,54819,Pectinodon bakkeri,,species,Lancian,,70.6,66,48570,-104.533333,43.183334
483655,Anatosaurus sp.,genus,38756,Edmontosaurus,,genus,Lancian,,70.6,66,13103,-104.533333,43.183334
483661,Coelurosauria ? indet.,unranked clade,53940,Coelurosauria,,unranked clade,Lancian,,70.6,66,13103,-104.533333,43.183334
483662,Ceratopsia indet.,unranked clade,38842,Ceratopsia,,unranked clade,Lancian,,70.6,66,13103,-104.533333,43.183334
483663,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Lancian,,70.6,66,13103,-104.533333,43.183334
483664,Saurischia indet.,unranked clade,38505,Saurischia,,unranked clade,Lancian,,70.6,66,13103,-104.533333,43.183334
483667,Dromaeosauridae indet.,family,38561,Dromaeosauridae,,family,Lancian,,70.6,66,13103,-104.533333,43.183334
483672,Saurornitholestes sp.,genus,38567,Saurornitholestes,,genus,Middle Campanian,,83.5,70.6,13103,-110.583298,48.9333
483674,Ankylosauridae indet.,family,38831,Ankylosauridae,,family,Middle Campanian,,83.5,70.6,13103,-110.583298,48.9333
483675,Aves indet.,class,36616,Aves,,class,Middle Campanian,,83.5,70.6,13103,-110.583298,48.9333
483676,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,,83.5,70.6,13103,-110.583298,48.9333
483677,Dromaeosauridae indet.,family,38561,Dromaeosauridae,,family,Middle Campanian,,83.5,70.6,13103,-110.583298,48.9333
483678,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Middle Campanian,,83.5,70.6,13103,-110.583298,48.9333
483679,Stegoceras validum,species,56570,Stegoceras validum,,species,Middle Campanian,Late Campanian,83.5,70.6,13582,-110.583298,48.9333
483680,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,Late Campanian,83.5,70.6,13103,-110.583298,48.9333
483681,Albertosaurus sp.,genus,38607,Albertosaurus,,genus,Middle Campanian,Late Campanian,83.5,70.6,13103,-110.583298,48.9333
483682,Euoplocephalus sp.,genus,38838,Euoplocephalus,,genus,Middle Campanian,Late Campanian,83.5,70.6,13103,-110.583298,48.9333
483684,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Middle Campanian,Late Campanian,83.5,70.6,13103,-110.583298,48.9333
483685,Majungatholus atopus,species,56395,Majungasaurus crenatissimus,,species,Maastrichtian,,72.1,66,8733,46.581944,-15.908056
483688,Sauropoda indet.,unranked clade,38653,Sauropoda,,unranked clade,Maastrichtian,,72.1,66,12923,46.581944,-15.908056
483690,Majungatholus atopus,species,56395,Majungasaurus crenatissimus,,species,Maastrichtian,,72.1,66,12923,46.5825,-15.908611
483691,n. gen. Masiakasaurus n. sp. knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,23634,46.583332,-15.9
483692,Majungatholus atopus,species,56395,Majungasaurus crenatissimus,,species,Maastrichtian,,72.1,66,8733,46.583332,-15.9
484369,Iguanodontia indet.,unranked clade,348877,Iguanodontia,,unranked clade,Early Maastrichtian,,70.6,66,76422,-57.5,-63.900002
484410,n. gen. Patagonykus n. sp. puertai,species,64773,Patagonykus puertai,,species,Late Turonian,Early Coniacian,93.5,85.8,12811,-69.550003,-38.900002
484995,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Campanian,,83.6,72.1,12319,-110.866669,39.727779
484996,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Maastrichtian,,70.6,66,12319,-111.830559,37.579166
484998,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Maastrichtian,,70.6,66,12319,-103.923798,45.928101
485016,Dinosauria indet.,unranked clade,52775,Dinosauria,,unranked clade,Late Maastrichtian,,70.6,66,10606,-106.836197,42.0532
485017,Dinosauria indet.,unranked clade,52775,Dinosauria,,unranked clade,Late Maastrichtian,,70.6,66,10606,-108.843597,44.291801
485029,Dinosauria indet.,unranked clade,52775,Dinosauria,,unranked clade,Late Maastrichtian,,70.6,66,10606,-108.268059,47.403057
485130,n. gen. Laelaps n. sp. aquilunguis,species,53032,Dryptosaurus aquilunguis,,species,Late Maastrichtian,,70.6,66,15621,-75.160278,39.732777
485545,Trachodon sp.,genus,52925,Hadrosauridae,,family,Late Maastrichtian,,70.6,66,12319,-111.830559,37.579166
485547,Triceratops sp.,genus,38862,Triceratops,,genus,Late Maastrichtian,,70.6,66,12319,-111.830559,37.579166
485973,Stegoceras n. sp. browni,species,56567,Stegoceras validum,,species,Late Campanian,,83.5,70.6,24421,-111.099998,50.400002
485974,Ornatotholus browni,species,56568,Stegoceras validum,,species,Late Campanian,,83.5,70.6,12772,-111.616669,50.688
485975,Stegoceras sp.,genus,38787,Stegoceras,,genus,Middle Campanian,Late Campanian,83.5,70.6,24421,-109.378006,47.775654
485982,Thescelosaurus ? n. sp. garbanii,species,65022,Thescelosaurus garbanii,,species,Late Maastrichtian,,70.6,66,14862,-106.3134,47.565201
485997,Thescelosaurus n. sp. warreni,species,52895,Parksosaurus warreni,,species,Early Maastrichtian,,70.6,66,19270,-111.800003,50.900002
486009,n. gen. Thescelosaurus n. sp. neglectus,species,52897,Thescelosaurus neglectus,,species,Late Maastrichtian,,70.6,66,13458,-104.570831,43.272221
486010,Thescelosaurus n. sp. edmontonensis,species,64745,Thescelosaurus edmontonensis,,species,Late Maastrichtian,,70.6,66,18598,-112.993599,50.870098
486011,Thescelosaurus n. sp. assiniboiensis,species,267489,Thescelosaurus assiniboiensis,,species,Late Maastrichtian,,70.6,66,73431,-108.460197,49.3601
486012,Thescelosaurus neglectus,species,52897,Thescelosaurus neglectus,,species,Late Maastrichtian,,70.6,66,12623,-106.188797,47.93972
486392,n. gen. Appalachiosaurus n. sp. montgomeriensis,species,65080,Appalachiosaurus montgomeriensis,,species,Middle Campanian,Late Campanian,83.5,70.6,12992,-86.016388,32.15472
486474,Iguanodon n. sp. suessi,species,95492,Rhabdodon suessi,,species,Early Campanian,,83.5,70.6,12997,16.24,47.82
486475,Zalmoxes sp.,genus,66740,Zalmoxes,,genus,Early Campanian,,83.5,70.6,17757,16.24,47.82
486476,Crataeomus n. sp. lepidophorus,species,64757,Struthiosaurus austriacus,,species,Early Campanian,,83.5,70.6,12806,16.24,47.82
486477,n. gen. Crataeomus n. sp. pawlowitschii,species,64756,Struthiosaurus austriacus,,species,Early Campanian,,83.5,70.6,12806,16.24,47.82
486478,Dinosauria indet.,unranked clade,52775,Dinosauria,,unranked clade,Early Campanian,,83.5,70.6,12997,16.24,47.82
486479,Struthiosaurus n. sp. austriacus,species,52792,Struthiosaurus austriacus,,species,Early Campanian,,83.5,70.6,12997,16.24,47.82
486480,n. gen. Danubiosaurus n. sp. anceps,species,64752,Struthiosaurus austriacus,,species,Early Campanian,,83.5,70.6,12997,16.24,47.82
486481,Zalmoxes sp.,genus,66740,Zalmoxes,,genus,Early Campanian,,83.5,70.6,17757,16.24,47.82
486484,n. gen. Pleuropeltus n. sp. suessii,species,64767,Struthiosaurus austriacus,,species,Early Campanian,,83.5,70.6,12806,16.24,47.82
486489,n. gen. Oligosaurus n. sp. adelus,species,64764,Rhabdodon priscus,,species,Early Campanian,,83.5,70.6,12806,16.24,47.82
486490,n. gen. Rhadinosaurus n. sp. alcimus,species,64763,Ankylosauria,,unranked clade,Early Campanian,,83.5,70.6,12806,16.24,47.82
486491,Megalosaurus n. sp. pannoniensis,species,64758,Tetanurae,,unranked clade,Early Campanian,,83.5,70.6,12806,16.24,47.82
486492,n. gen. Ornithomerus n. sp. gracilis,species,64760,Rhabdodon priscus,,species,Early Campanian,,83.5,70.6,12806,16.24,47.82
486493,Rhabdodontidae indet.,family,66739,Rhabdodontidae,,family,Santonian,,86.3,83.6,15353,17.6,47.216702
486494,n. gen. Hungarosaurus n. sp. tormai,species,66856,Hungarosaurus tormai,,species,Santonian,,86.3,83.6,14093,17.6,47.216702
486495,Tetanurae indet.,unranked clade,53374,Tetanurae,,unranked clade,Santonian,,86.3,83.6,32758,17.6,47.216702
486496,Paraves indet.,unranked clade,64113,Paraves,,unranked clade,Santonian,,86.3,83.6,32758,17.6,47.216702
486497,Theropoda indet. 3 informal,species,91970,Theropoda,,unranked clade,Santonian,,86.3,83.6,12998,17.6,47.216702
486505,n. gen. Hadrosaurus n. sp. foulkii,species,52812,Hadrosaurus foulkii,,species,Early Campanian,Middle Campanian,83.5,70.6,13003,-75.028053,39.909443
