occurrence_no,identified_name,identified_rank,identified_no,accepted_name,accepted_attr,accepted_rank,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat
1124593,Triceratops sp.,genus,38862,Triceratops,,genus,Late Maastrichtian,,70.6,66,46207,-104.494812,43.422287
1124594,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Late Maastrichtian,,70.6,66,46207,-104.192398,45.482071
1124598,Triceratops brevicornus ?,species,63888,Triceratops horridus,,species,Maastrichtian,,72.1,66,12314,-107.115555,47.546665
1124641,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,Late Campanian,83.5,70.6,46207,-104.034393,45.325787
1124642,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Campanian,,83.5,70.6,46207,-109.601669,46.2575
1124643,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,Late Campanian,83.5,70.6,12319,-109.510086,46.282471
1124644,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,Late Campanian,83.5,70.6,46207,-109.317833,46.285629
1124645,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,Late Campanian,83.5,70.6,46207,-104.473747,45.523388
1124646,Ornithischia indet.,unranked clade,38712,Ornithischia,,unranked clade,Middle Campanian,Late Campanian,83.5,70.6,7398,-109.510086,46.282471
1124832,Sauropoda indet.,unranked clade,96955,Sauropoda,,unranked clade,Albian,,113,100.5,17467,144.199997,-20.85
1125051,n. gen. Amargastegos n. sp. brevicollus,species,374250,Stegosauria,,unranked clade,Barremian,,129.4,125,66469,-70.194786,-39.481979
1125677,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Maastrichtian,,70.6,66,12319,-105.240425,45.349419
1125678,Ceratopsia indet.,unranked clade,38842,Ceratopsia,,unranked clade,Late Maastrichtian,,70.6,66,46330,-105.240425,45.349419
1125679,Tyrannosaurus ? sp.,genus,38613,Tyrannosaurus,,genus,Late Maastrichtian,,70.6,66,46330,-105.240425,45.349419
1125680,Kritosaurus sp.,genus,53195,Kritosaurus,,genus,Middle Campanian,Late Campanian,83.5,70.6,12319,-109.510086,46.282471
1125681,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Aptian,Albian,125,100.5,12319,-111.417458,47.297791
1125682,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Maastrichtian,,70.6,66,12319,-106.188797,47.93972
1126052,Velociraptorinae indet.,subfamily,54553,Velociraptorinae,,subfamily,Early Maastrichtian,,70.6,66,46349,22.916668,45.549999
1126053,Troodontidae indet.,family,54468,Troodontidae,,family,Early Maastrichtian,,70.6,66,46349,22.916668,45.549999
1126121,n. gen. Ganzhousaurus n. sp. nankangensis,species,265587,Ganzhousaurus nankangensis,,species,Maastrichtian,,72.1,66,46367,114.933334,25.816668
1126552,Macronaria indet.,unranked clade,57438,Macronaria,,unranked clade,Late Aptian,Early Albian,122.46,109,46153,128.083328,35.200001
1126553,Lithostrotia indet.,unranked clade,71974,Lithostrotia,,unranked clade,Barremian,,129.4,125,43726,-1.446693,50.654175
1127205,Styracosaurus albertensis,species,56144,Styracosaurus albertensis,,species,Late Campanian,,83.5,70.6,46376,-111.548187,50.710037
1127213,Abelisauroidea indet.,superfamily,54528,Abelisauroidea,,superfamily,Late Albian,Early Cenomanian,105.3,93.5,46377,-3.9833,30.9
1127383,Ornithopoda indet.,unranked clade,147918,Ornithopoda,,unranked clade,Late Barremian,,130,125.45,46387,-0.156111,40.594444
1127387,Sauropoda indet.,unranked clade,95571,Sauropoda,,unranked clade,Late Barremian,,130,125.45,46387,-0.156111,40.594444
1127409,n. gen. Dahalokely n. sp. tokana,species,265641,Dahalokely tokana,,species,Turonian,,93.9,89.8,46390,49.528057,-13.771667
1130174,n. gen. Judiceratops n. sp. tigris,species,266208,Judiceratops tigris,,species,Middle Campanian,,83.5,70.6,46503,-110.616669,48.950001
1130183,n. gen. Leptorhynchos n. sp. gaddisi,species,266220,Leptorhynchos gaddisi,,species,Late Campanian,,83.5,70.6,46506,-103.51667,29.316668
1130184,Chirostenotes ? sp.,genus,38555,Chirostenotes,,genus,Late Campanian,,83.5,70.6,46506,-103.51667,29.316668
1130193,Theropoda indet.,unranked clade,91970,Theropoda,,unranked clade,Middle Campanian,,83.5,70.6,46513,129.703339,31.670834
1130850,Allosauroidea indet.,superfamily,64112,Allosauroidea,,superfamily,Aptian,,125,113,82045,-97.742119,18.400061
1130852,Iguanodontidae indet.,family,38744,Iguanodontidae,,family,Aptian,,125,113,47964,-97.742119,18.400061
1130855,Tyrannosauridae indet.,family,38606,Tyrannosauridae,,family,Late Cretaceous,,100.5,66,82651,-102.712074,18.991512
1130856,Ornithomimidae indet.,family,38539,Ornithomimidae,,family,Late Cretaceous,,100.5,66,82651,-102.712074,18.991512
1130857,Dromaeosauridae indet.,family,38561,Dromaeosauridae,,family,Late Cretaceous,,100.5,66,82651,-102.712074,18.991512
1130858,Hadrosauroidea indet.,unranked clade,184951,Hadrosauroidea,,unranked clade,Late Cretaceous,,100.5,66,55641,-102.712074,18.991512
1134216,Ankylosauridae indet.,family,38831,Ankylosauridae,,family,Late Campanian,Early Maastrichtian,83.5,66,46669,-0.9667,39.599998
1134217,Ankylosauridae indet.,family,38831,Ankylosauridae,,family,Late Campanian,Early Maastrichtian,83.5,66,46669,2.951667,43.351391
1134721,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,Late Campanian,83.5,70.6,46717,-103.169876,29.104792
1134734,Orodrominae indet.,subfamily,267487,Orodrominae,,subfamily,Campanian,,83.6,72.1,46723,-110.694443,49.036388
1134739,Ornithischia indet.,unranked clade,38712,Ornithischia,,unranked clade,Middle Campanian,Late Campanian,83.5,70.6,46717,-103.169876,29.104792
1134740,Richardoestesia isosceles,species,58875,Richardoestesia isosceles,,species,Middle Campanian,Late Campanian,83.5,70.6,46717,-103.169876,29.104792
1134741,Saurornitholestes sp.,genus,38567,Saurornitholestes,,genus,Middle Campanian,Late Campanian,83.5,70.6,46717,-103.169876,29.104792
1134756,Saurornitholestes indet.,genus,38567,Saurornitholestes,,genus,Middle Campanian,Late Campanian,83.5,70.6,46717,-103.169876,29.104792
1134765,n. gen. Albertadromeus n. sp. syntarsus,species,267488,Albertadromeus syntarsus,,species,Campanian,,83.6,72.1,46723,-110.682777,49.179443
1134766,cf. Aves indet.,class,36616,Aves,,class,Middle Campanian,Late Campanian,83.5,70.6,46717,-103.169876,29.104792
1134771,Orodrominae indet.,subfamily,267487,Orodrominae,,subfamily,Judithian,,83.5,70.6,46723,-110.5,50.779999
1134774,Richardoestesia gilmorei,species,58874,Richardoestesia gilmorei,,species,Middle Campanian,Late Campanian,83.5,70.6,46717,-103.169876,29.104792
1134782,Pachycephalosauridae indet.,family,38783,Pachycephalosauridae,,family,Middle Campanian,Late Campanian,83.5,70.6,46717,-103.169876,29.104792
1134783,cf. Richardoestesia sp.,genus,58873,Richardoestesia,,genus,Middle Campanian,Late Campanian,83.5,70.6,46717,-103.169876,29.104792
1134784,Saurornitholestes indet.,genus,38567,Saurornitholestes,,genus,Middle Campanian,Late Campanian,83.5,70.6,46717,-103.169876,29.104792
1134785,cf. Aves indet.,class,36616,Aves,,class,Middle Campanian,Late Campanian,83.5,70.6,46717,-103.169876,29.104792
1134799,Tyrannosauridae indet.,family,38606,Tyrannosauridae,,family,Middle Campanian,Late Campanian,83.5,70.6,46717,-103.169876,29.104792
1134800,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Middle Campanian,Late Campanian,83.5,70.6,46717,-103.169876,29.104792
1134861,Stegoceras novomexicanum,species,267681,Stegoceras novomexicanum,,species,Late Campanian,,83.5,70.6,46742,-108.227005,36.294224
1134862,Stegoceras novomexicanum,species,267681,Stegoceras novomexicanum,,species,Late Campanian,,83.5,70.6,46742,-108.46389,36.280834
1134863,Stegoceras n. sp. novomexicanum,species,267681,Stegoceras novomexicanum,,species,Late Campanian,,83.5,70.6,46742,-107.78083,36.120834
1134864,Stegoceras novomexicanum,species,267681,Stegoceras novomexicanum,,species,Late Campanian,,83.5,70.6,46742,-107.785553,36.100277
1134933,n. gen. Yueosaurus n. sp. tiantaiensis,species,267715,Yueosaurus tiantaiensis,,species,Albian,Cenomanian,113,93.9,46757,121.027649,29.152113
1134934,Ankylosauridae indet.,family,38831,Ankylosauridae,,family,Late Maastrichtian,,70.6,66,46759,-113.005402,51.862801
1134937,Anodontosaurus lambei,species,63440,Anodontosaurus lambei,,species,Early Maastrichtian,,70.6,66,46759,-112.981903,51.819099
1134942,Anodontosaurus lambei,species,63440,Anodontosaurus lambei,,species,Early Maastrichtian,,70.6,66,46759,-112.958298,51.746399
1134950,Oohkotokia ? sp.,genus,257757,Oohkotokia,,genus,Late Santonian,Early Campanian,85.8,70.6,66472,-112.469185,48.491943
1134955,Ankylosauridae indet.,family,38831,Ankylosauridae,,family,Late Campanian,,83.5,70.6,46759,-111.559807,50.741596
1134964,Ankylosauridae indet.,family,38831,Ankylosauridae,,family,Late Campanian,,83.5,70.6,46759,-111.477402,50.786098
1134969,Euoplocephalus tutus,species,63917,Euoplocephalus tutus,,species,Late Campanian,,83.5,70.6,66472,-111.489998,50.77
1134970,Ankylosauridae indet.,family,38831,Ankylosauridae,,family,Maastrichtian,,72.1,66,46759,-112.958298,51.797298
1134977,Scolosaurus n. sp. thronus,species,374252,Scolosaurus thronus,,species,Middle Campanian,,83.5,70.6,66472,-111.471733,50.749241
1134979,Ankylosauridae indet.,family,38831,Ankylosauridae,,family,Judithian,,83.5,70.6,46759,-110.5,50.779999
1134980,Anodontosaurus lambei,species,63440,Anodontosaurus lambei,,species,Early Maastrichtian,,70.6,66,46759,-112.673378,51.455544
1134990,Anodontosaurus lambei,species,63440,Anodontosaurus lambei,,species,Early Maastrichtian,,70.6,66,46759,-112.778336,51.497223
1134998,Ankylosauridae indet.,family,38831,Ankylosauridae,,family,Late Campanian,,83.5,70.6,46759,-111.300003,50.733334
1135001,Ankylosauridae indet.,family,38831,Ankylosauridae,,family,Late Campanian,,83.5,70.6,46759,-111.524582,50.727234
1135009,n. gen. Acrotholus n. sp. audeti,species,267729,Acrotholus audeti,,species,Late Santonian,,85.8,83.5,46763,-111.436096,49.083698
1135111,Yanornis n. sp. guozhangi,species,267752,Yanornis guozhangi,,species,Barremian,Early Aptian,129.4,122.46,46720,121.116669,41.083332
1135882,Aeolosaurini indet.,unranked clade,100436,Aeolosaurini,,unranked clade,Late Coniacian,Early Santonian,89.3,83.5,46833,-69.096107,-37.41111
1135907,Majungasaurus crenatissimus,species,53957,Majungasaurus crenatissimus,,species,Maastrichtian,,72.1,66,46839,45.736389,-16.120832
1137186,n. gen. Yunmenglong n. sp. ruyangensis,species,268507,Yunmenglong ruyangensis,,species,Aptian,Albian,125,100.5,46915,112.589302,34.112
1137412,Dinosauria indet.,unranked clade,90099,Dinosauria,,unranked clade,Late Valanginian,,140.2,136.4,47230,0.503523,50.843235
1138013,n. gen. Wulatelong n. sp. gobiensis,species,268664,Wulatelong gobiensis,,species,Campanian,,83.6,72.1,46931,106.745003,41.741943
1139451,Dromaeosaurinae sp.,genus,54552,Dromaeosaurinae,,subfamily,Lancian,,70.6,66,46728,-104.566704,43.150002
1139452,Richardoestesia sp.,genus,58873,Richardoestesia,,genus,Lancian,,70.6,66,46728,-104.566704,43.150002
1139770,cf. Iguanodon sp.,genus,38749,Iguanodon,,genus,Late Berriasian,,145,140.2,46977,-1.967718,50.603161
1139773,Iguanodontidae indet.,family,38744,Iguanodontidae,,family,Late Berriasian,,145,140.2,54106,-2.021794,50.604725
1139774,Iguanodontidae indet.,family,38744,Iguanodontidae,,family,Late Berriasian,,145,140.2,54106,-2.004498,50.607407
1139809,n. gen. Jianchangosaurus n. sp. yixianensis,species,269471,Jianchangosaurus yixianensis,,species,Early Aptian,,125.45,122.46,46984,122.06472,37.42889
1141920,n. gen. Bravoceratops n. sp. polyphemus,species,269817,Bravoceratops polyphemus,,species,Maastrichtian,,72.1,66,47025,-103.315735,29.401476
1145034,Ankylosauria indet.,unranked clade,147920,Ankylosauria,,unranked clade,Late Cenomanian,Early Turonian,99.6,89.3,47109,143.089172,-22.348333
1145035,Titanosauriformes indet.,unranked clade,57468,Titanosauriformes,,unranked clade,Late Cenomanian,Early Turonian,99.6,89.3,47109,143.089172,-22.348333
1145414,Dinosauria ? indet.,unranked clade,91968,Dinosauria,,unranked clade,Early Santonian,,85.8,83.5,47162,-1.90807,46.745106
1145417,Neosauropoda indet.,unranked clade,57439,Neosauropoda,,unranked clade,Early Cenomanian,,99.6,93.5,67195,-0.827955,45.967049
1145418,Theropoda indet.,unranked clade,94209,Theropoda,,unranked clade,Early Cenomanian,,99.6,93.5,45554,-0.827955,45.967049
1145421,Theropoda indet.,unranked clade,162964,Theropoda,,unranked clade,Early Cenomanian,Middle Cenomanian,99.6,93.5,19451,-0.060556,47.175556
1145422,Ornithopoda indet.,unranked clade,38713,Ornithopoda,,unranked clade,Cenomanian,,100.5,93.9,47162,-0.355278,47.27639
1145425,Theropoda ? indet.,unranked clade,94209,Theropoda,,unranked clade,Early Cenomanian,,99.6,93.5,47162,0.040833,46.760555
1145521,Erketu sp.,genus,72376,Erketu,,genus,Campanian,,83.6,72.1,47166,120.622902,36.920399
1146162,Yangchuanosaurus sp.,genus,38594,Yangchuanosaurus,,genus,Late Aptian,,122.46,112.03,47184,105.300003,30.15
1147030,Dinosauria indet.,unranked clade,90099,Dinosauria,,unranked clade,Late Hauterivian,Late Barremian,136.4,125.45,47230,0.486999,50.837448
1147415,Coelurosauria indet.,unranked clade,97931,Coelurosauria,,unranked clade,Lancian,,70.6,66,1535,-108.400002,49.299999
1147416,Carnosauria indet.,infraorder,53943,Carnosauria,,infraorder,Lancian,,70.6,66,1535,-108.400002,49.299999
1147417,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Lancian,,70.6,66,1535,-108.400002,49.299999
1147418,Ankylosauria indet.,unranked clade,38816,Ankylosauria,,unranked clade,Lancian,,70.6,66,1535,-108.400002,49.299999
1147419,Ceratopsidae indet.,family,38851,Ceratopsidae,,family,Lancian,,70.6,66,1535,-108.400002,49.299999
1147420,Aves ? indet.,class,36616,Aves,,class,Lancian,,70.6,66,1535,-108.400002,49.299999
1147446,Ornithopoda indet.,unranked clade,147918,Ornithopoda,,unranked clade,Cenomanian,Late Turonian,100.5,89.3,47243,-69.915833,-38.352779
1147448,Theropoda indet.,unranked clade,91970,Theropoda,,unranked clade,Cenomanian,Late Turonian,100.5,89.3,47243,-69.915833,-38.352779
1147450,Dacentrurus sp.,genus,38808,Dacentrurus,,genus,Early Barremian,,130,125.45,47244,-0.883872,40.645859
1147526,Iguanodontia indet.,unranked clade,144577,Iguanodontia,,unranked clade,Early Barremian,,130,125.45,55476,-0.8167,40.116699
1147527,Theropoda indet.,unranked clade,91970,Theropoda,,unranked clade,Late Barremian,Early Aptian,130,122.46,47267,-9.016667,31.161943
1147528,Sauropoda indet.,unranked clade,95571,Sauropoda,,unranked clade,Late Barremian,Early Aptian,130,122.46,47267,-9.016667,31.161943
1147749,Titanosauriformes indet.,unranked clade,57468,Titanosauriformes,,unranked clade,Berriasian,,145,139.8,47271,-2.299444,42.116669
1147750,Theropoda indet.,unranked clade,91970,Theropoda,,unranked clade,Berriasian,,145,139.8,55588,-2.299444,42.116669
1147751,cf. Iguanodontipus sp.,genus,81020,Iguanodontipus,,genus,Early Barremian,,130,125.45,47272,-0.870556,40.657501
1147752,Sauropoda indet.,unranked clade,95571,Sauropoda,,unranked clade,Early Barremian,,130,125.45,47272,-0.870556,40.657501
1147753,Dinosauria indet.,unranked clade,91968,Dinosauria,,unranked clade,Early Barremian,,130,125.45,47272,-0.870556,40.657501
1148779,Theropoda indet.,unranked clade,91970,Theropoda,,unranked clade,Early Cretaceous,,145,100.5,14092,117.25,45.883331
1148780,Iguanodontia indet.,unranked clade,144577,Iguanodontia,,unranked clade,Early Cretaceous,,145,100.5,54567,117.25,45.883331
1148830,Koreanaornis cf. hamanensis,species,81119,Koreanaornis hamanensis,,species,Cenomanian,,100.5,93.9,47338,120.162224,29.306667
1149488,Megalosauropus sp.,genus,55026,Megalosauropus,,genus,Aptian,,125,113,47408,-77.450279,38.375832
1149489,Amblydactylus sp.,genus,68216,Amblydactylus,,genus,Aptian,,125,113,47408,-77.450279,38.375832
1149499,Nuthetes sp.,genus,66532,Nuthetes,,genus,Berriasian,,145,139.8,47413,-1.781,51.550301
1149525,Iguanodon sp.,genus,38749,Iguanodon,,genus,Late Aptian,,122.46,112.03,47414,-0.570278,51.236111
1149527,Iguanodon sp.,genus,38749,Iguanodon,,genus,Aptian,Early Albian,125,109,47414,0.254722,52.308056
1149528,Pelorosaurus ? sp.,genus,38678,Pelorosaurus,,genus,Aptian,Early Albian,125,109,47414,0.254722,52.308056
1149529,Thyreophora indet.,unranked clade,52777,Thyreophora,,unranked clade,Aptian,Early Albian,125,109,47414,0.254722,52.308056
1151746,Titanosauria indet. 2 informal,species,55585,Titanosauria,,unranked clade,Late Campanian,Early Maastrichtian,83.5,66,47469,-67.491791,-39.29097
1151747,Titanosauria indet. 3 informal,species,55585,Titanosauria,,unranked clade,Late Campanian,Early Maastrichtian,83.5,66,47469,-67.491791,-39.29097
1151748,Titanosauria indet. 4 informal,species,55585,Titanosauria,,unranked clade,Late Campanian,Early Maastrichtian,83.5,66,47469,-67.491791,-39.29097
1151788,n. gen. Gannansaurus n. sp. sinensis,species,273050,Gannansaurus sinensis,,species,Maastrichtian,,72.1,66,47488,114.806389,25.729168
1151789,n. gen. Xinghaiornis n. sp. lini,species,273052,Xinghaiornis lini,,species,Early Aptian,,125.45,122.46,47489,120.979401,41.601391
1151791,n. gen. Dongyangopelta n. sp. yangyanensis,species,273055,Dongyangopelta yangyanensis,,species,Albian,Cenomanian,113,93.9,47490,119.209999,28.709999
1152347,n. gen. Overosaurus n. sp. paradasorum,species,273093,Overosaurus paradasorum,,species,Santonian,,86.3,83.6,47497,-69.316391,-37.609722
1153480,n. gen. Tataouinea n. sp. hannibalis,species,273397,Tataouinea hannibalis,,species,Albian,,113,100.5,47523,10.172222,32.676388
1158383,Stegosauria indet.,unranked clade,147919,Stegosauria,,unranked clade,Barremian,Early Aptian,129.4,122.46,46299,-70.194786,-39.481979
1159286,Pararhabdodon isomensis,species,57426,Pararhabdodon,,genus,Early Maastrichtian,,70.6,66,47749,0.99967,42.145771
1159287,Lambeosaurinae indet.,subfamily,53394,Lambeosaurinae,,subfamily,Early Maastrichtian,,70.6,66,55386,-1.05,42.116669
1159288,Hadrosauroidea indet.,unranked clade,184951,Hadrosauroidea,,unranked clade,Late Maastrichtian,,70.6,66,56254,1.04325,42.144447
1159289,Lambeosaurinae indet.,subfamily,53394,Lambeosaurinae,,subfamily,Early Maastrichtian,,70.6,66,47749,0.996796,42.159145
1159290,Lambeosaurinae indet.,subfamily,53394,Lambeosaurinae,,subfamily,Early Maastrichtian,,70.6,66,54956,1.041981,42.15535
1159291,Lambeosaurinae indet.,subfamily,53394,Lambeosaurinae,,subfamily,Late Maastrichtian,,70.6,66,47749,-1.006834,42.150387
1159293,Hadrosauroidea indet.,unranked clade,184951,Hadrosauroidea,,unranked clade,Late Maastrichtian,,70.6,66,56054,1.038132,43.147121
